  0%|          | 0/1504 [00:00<?, ?it/s]`use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
`loss_type=None` was set in the config but it is unrecognised.Using the default loss: `ForCausalLMLoss`.
                                                   
{'loss': 2.0887, 'grad_norm': 111.62688446044922, 'learning_rate': 2e-05, 'mean_token_accuracy': 0.5554950833320618, 'epoch': 0.0}
{'loss': 0.4683, 'grad_norm': 7.798460960388184, 'learning_rate': 1.4720744680851065e-05, 'mean_token_accuracy': 0.8588548898696899, 'epoch': 0.53}
{'loss': 0.5316, 'grad_norm': 7.361930847167969, 'learning_rate': 1.470744680851064e-05, 'mean_token_accuracy': 0.8142164945602417, 'epoch': 0.53}
{'loss': 0.7085, 'grad_norm': 5.867952346801758, 'learning_rate': 1.4694148936170214e-05, 'mean_token_accuracy': 0.7758970856666565, 'epoch': 0.53}
{'loss': 0.9173, 'grad_norm': 8.687807083129883, 'learning_rate': 1.4680851063829789e-05, 'mean_token_accuracy': 0.7386707067489624, 'epoch': 0.53}
{'loss': 0.9068, 'grad_norm': 5.290286064147949, 'learning_rate': 1.4667553191489363e-05, 'mean_token_accuracy': 0.7353716492652893, 'epoch': 0.53}
{'loss': 0.7655, 'grad_norm': 5.049679279327393, 'learning_rate': 1.4654255319148938e-05, 'mean_token_accuracy': 0.7591410279273987, 'epoch': 0.54}
{'loss': 0.6609, 'grad_norm': 4.938722133636475, 'learning_rate': 1.4640957446808513e-05, 'mean_token_accuracy': 0.7903226017951965, 'epoch': 0.54}
{'loss': 0.8297, 'grad_norm': 5.865931510925293, 'learning_rate': 1.4627659574468087e-05, 'mean_token_accuracy': 0.74018794298172, 'epoch': 0.54}
{'loss': 0.4749, 'grad_norm': 6.08207368850708, 'learning_rate': 1.4614361702127662e-05, 'mean_token_accuracy': 0.8487446308135986, 'epoch': 0.54}
{'loss': 0.6265, 'grad_norm': 3.514331579208374, 'learning_rate': 1.4601063829787235e-05, 'mean_token_accuracy': 0.7843616604804993, 'epoch': 0.54}
{'loss': 0.6936, 'grad_norm': 4.94703483581543, 'learning_rate': 1.458776595744681e-05, 'mean_token_accuracy': 0.7800511717796326, 'epoch': 0.54}
{'loss': 0.5158, 'grad_norm': 4.147562026977539, 'learning_rate': 1.4574468085106384e-05, 'mean_token_accuracy': 0.8111254572868347, 'epoch': 0.54}
{'loss': 0.7047, 'grad_norm': 6.5867462158203125, 'learning_rate': 1.4561170212765959e-05, 'mean_token_accuracy': 0.7663847804069519, 'epoch': 0.55}
{'loss': 0.5162, 'grad_norm': 4.081485271453857, 'learning_rate': 1.4547872340425533e-05, 'mean_token_accuracy': 0.8232818841934204, 'epoch': 0.55}
{'loss': 0.5842, 'grad_norm': 5.229222774505615, 'learning_rate': 1.4534574468085108e-05, 'mean_token_accuracy': 0.8114086389541626, 'epoch': 0.55}
{'loss': 0.5229, 'grad_norm': 6.185181140899658, 'learning_rate': 1.4521276595744683e-05, 'mean_token_accuracy': 0.8270041942596436, 'epoch': 0.55}
{'loss': 0.5948, 'grad_norm': 4.643542766571045, 'learning_rate': 1.4507978723404257e-05, 'mean_token_accuracy': 0.807692289352417, 'epoch': 0.55}
{'loss': 0.5403, 'grad_norm': 4.013703346252441, 'learning_rate': 1.4494680851063832e-05, 'mean_token_accuracy': 0.8083600997924805, 'epoch': 0.55}
{'loss': 0.5689, 'grad_norm': 5.091150760650635, 'learning_rate': 1.4481382978723407e-05, 'mean_token_accuracy': 0.8029629588127136, 'epoch': 0.55}
{'loss': 0.7963, 'grad_norm': 4.137320518493652, 'learning_rate': 1.4468085106382981e-05, 'mean_token_accuracy': 0.7649945616722107, 'epoch': 0.55}
{'loss': 0.717, 'grad_norm': 4.26825475692749, 'learning_rate': 1.4454787234042556e-05, 'mean_token_accuracy': 0.7593889236450195, 'epoch': 0.56}
{'loss': 0.608, 'grad_norm': 6.068142414093018, 'learning_rate': 1.4441489361702127e-05, 'mean_token_accuracy': 0.8106194734573364, 'epoch': 0.56}
{'loss': 0.4134, 'grad_norm': 4.542446136474609, 'learning_rate': 1.4428191489361702e-05, 'mean_token_accuracy': 0.8414342403411865, 'epoch': 0.56}
{'loss': 0.6601, 'grad_norm': 7.986432075500488, 'learning_rate': 1.4414893617021276e-05, 'mean_token_accuracy': 0.8045204877853394, 'epoch': 0.56}
{'loss': 0.7752, 'grad_norm': 3.8407204151153564, 'learning_rate': 1.4401595744680851e-05, 'mean_token_accuracy': 0.7575584650039673, 'epoch': 0.56}
{'loss': 0.5878, 'grad_norm': 7.457828521728516, 'learning_rate': 1.4388297872340426e-05, 'mean_token_accuracy': 0.8248655200004578, 'epoch': 0.56}
{'loss': 0.3915, 'grad_norm': 4.5208611488342285, 'learning_rate': 1.4375e-05, 'mean_token_accuracy': 0.8530908823013306, 'epoch': 0.56}
{'loss': 0.6131, 'grad_norm': 3.806117057800293, 'learning_rate': 1.4361702127659575e-05, 'mean_token_accuracy': 0.8192904591560364, 'epoch': 0.57}
{'loss': 0.4519, 'grad_norm': 4.207273483276367, 'learning_rate': 1.434840425531915e-05, 'mean_token_accuracy': 0.850231945514679, 'epoch': 0.57}
{'loss': 0.7054, 'grad_norm': 6.013558387756348, 'learning_rate': 1.4335106382978724e-05, 'mean_token_accuracy': 0.7960407733917236, 'epoch': 0.57}
{'loss': 0.5868, 'grad_norm': 4.0265936851501465, 'learning_rate': 1.4321808510638299e-05, 'mean_token_accuracy': 0.8014100790023804, 'epoch': 0.57}
{'loss': 0.5805, 'grad_norm': 5.028769493103027, 'learning_rate': 1.4308510638297874e-05, 'mean_token_accuracy': 0.8161225914955139, 'epoch': 0.57}
{'loss': 0.6456, 'grad_norm': 5.474711894989014, 'learning_rate': 1.4295212765957447e-05, 'mean_token_accuracy': 0.7965116500854492, 'epoch': 0.57}
{'loss': 0.75, 'grad_norm': 8.292464256286621, 'learning_rate': 1.4281914893617021e-05, 'mean_token_accuracy': 0.7708779573440552, 'epoch': 0.57}
{'loss': 0.5119, 'grad_norm': 3.3572685718536377, 'learning_rate': 1.4268617021276596e-05, 'mean_token_accuracy': 0.8325183391571045, 'epoch': 0.57}
{'loss': 0.5483, 'grad_norm': 6.9184722900390625, 'learning_rate': 1.425531914893617e-05, 'mean_token_accuracy': 0.8194244503974915, 'epoch': 0.58}
{'loss': 0.4629, 'grad_norm': 4.53359317779541, 'learning_rate': 1.4242021276595745e-05, 'mean_token_accuracy': 0.8465505838394165, 'epoch': 0.58}
{'loss': 0.6749, 'grad_norm': 5.101970195770264, 'learning_rate': 1.422872340425532e-05, 'mean_token_accuracy': 0.7951411604881287, 'epoch': 0.58}
{'loss': 0.7044, 'grad_norm': 4.989957809448242, 'learning_rate': 1.4215425531914895e-05, 'mean_token_accuracy': 0.7829367518424988, 'epoch': 0.58}
{'loss': 0.7498, 'grad_norm': 5.6479573249816895, 'learning_rate': 1.420212765957447e-05, 'mean_token_accuracy': 0.7703523635864258, 'epoch': 0.58}
{'loss': 0.5614, 'grad_norm': 5.078810691833496, 'learning_rate': 1.4188829787234044e-05, 'mean_token_accuracy': 0.8132206201553345, 'epoch': 0.58}
{'loss': 0.5671, 'grad_norm': 4.161937236785889, 'learning_rate': 1.4175531914893618e-05, 'mean_token_accuracy': 0.8107908368110657, 'epoch': 0.58}
{'loss': 0.743, 'grad_norm': 6.327239036560059, 'learning_rate': 1.4162234042553193e-05, 'mean_token_accuracy': 0.7878633141517639, 'epoch': 0.59}
{'loss': 0.7895, 'grad_norm': 5.625493049621582, 'learning_rate': 1.4148936170212768e-05, 'mean_token_accuracy': 0.7584134340286255, 'epoch': 0.59}
{'loss': 0.9019, 'grad_norm': 5.784971714019775, 'learning_rate': 1.413563829787234e-05, 'mean_token_accuracy': 0.7299880385398865, 'epoch': 0.59}
{'loss': 0.5709, 'grad_norm': 7.258219242095947, 'learning_rate': 1.4122340425531915e-05, 'mean_token_accuracy': 0.8067528605461121, 'epoch': 0.59}
{'loss': 0.7947, 'grad_norm': 6.316150665283203, 'learning_rate': 1.410904255319149e-05, 'mean_token_accuracy': 0.7654638886451721, 'epoch': 0.59}
{'loss': 0.6735, 'grad_norm': 6.330161094665527, 'learning_rate': 1.4095744680851065e-05, 'mean_token_accuracy': 0.7843019962310791, 'epoch': 0.59}
{'loss': 0.5039, 'grad_norm': 8.238946914672852, 'learning_rate': 1.408244680851064e-05, 'mean_token_accuracy': 0.837754487991333, 'epoch': 0.59}
{'loss': 0.3569, 'grad_norm': 4.3194732666015625, 'learning_rate': 1.4069148936170214e-05, 'mean_token_accuracy': 0.8888232111930847, 'epoch': 0.59}
{'loss': 0.5983, 'grad_norm': 4.775163173675537, 'learning_rate': 1.4055851063829789e-05, 'mean_token_accuracy': 0.8201285004615784, 'epoch': 0.6}
{'loss': 0.6357, 'grad_norm': 4.095844745635986, 'learning_rate': 1.4042553191489363e-05, 'mean_token_accuracy': 0.7926380634307861, 'epoch': 0.6}
{'loss': 0.6355, 'grad_norm': 4.23787260055542, 'learning_rate': 1.4029255319148938e-05, 'mean_token_accuracy': 0.790281355381012, 'epoch': 0.6}
{'loss': 0.623, 'grad_norm': 4.422231197357178, 'learning_rate': 1.4015957446808513e-05, 'mean_token_accuracy': 0.8149186968803406, 'epoch': 0.6}
{'loss': 0.4378, 'grad_norm': 4.135709285736084, 'learning_rate': 1.4002659574468087e-05, 'mean_token_accuracy': 0.8674476146697998, 'epoch': 0.6}
{'loss': 0.3636, 'grad_norm': 3.718465566635132, 'learning_rate': 1.3989361702127662e-05, 'mean_token_accuracy': 0.8846990466117859, 'epoch': 0.6}
{'loss': 0.5321, 'grad_norm': 5.229865074157715, 'learning_rate': 1.3976063829787235e-05, 'mean_token_accuracy': 0.8103315234184265, 'epoch': 0.6}
{'loss': 0.6798, 'grad_norm': 4.8708696365356445, 'learning_rate': 1.396276595744681e-05, 'mean_token_accuracy': 0.7943548560142517, 'epoch': 0.61}
{'loss': 0.4826, 'grad_norm': 5.410707473754883, 'learning_rate': 1.3949468085106384e-05, 'mean_token_accuracy': 0.8407720327377319, 'epoch': 0.61}
{'loss': 0.2588, 'grad_norm': 4.785747051239014, 'learning_rate': 1.3936170212765959e-05, 'mean_token_accuracy': 0.9091609120368958, 'epoch': 0.61}
{'loss': 0.939, 'grad_norm': 4.693395137786865, 'learning_rate': 1.3922872340425533e-05, 'mean_token_accuracy': 0.7181487083435059, 'epoch': 0.61}
{'loss': 0.7371, 'grad_norm': 6.673943519592285, 'learning_rate': 1.3909574468085108e-05, 'mean_token_accuracy': 0.7786846160888672, 'epoch': 0.61}
{'loss': 0.4687, 'grad_norm': 3.8274121284484863, 'learning_rate': 1.3896276595744683e-05, 'mean_token_accuracy': 0.8357791900634766, 'epoch': 0.61}
{'loss': 0.5247, 'grad_norm': 6.489518642425537, 'learning_rate': 1.3882978723404257e-05, 'mean_token_accuracy': 0.8165847063064575, 'epoch': 0.61}
{'loss': 0.7099, 'grad_norm': 5.237565040588379, 'learning_rate': 1.3869680851063832e-05, 'mean_token_accuracy': 0.75803142786026, 'epoch': 0.61}
{'loss': 0.5543, 'grad_norm': 4.747157573699951, 'learning_rate': 1.3856382978723407e-05, 'mean_token_accuracy': 0.8076664209365845, 'epoch': 0.62}
{'loss': 0.5524, 'grad_norm': 3.7427642345428467, 'learning_rate': 1.3843085106382981e-05, 'mean_token_accuracy': 0.8064256906509399, 'epoch': 0.62}
{'loss': 0.6043, 'grad_norm': 4.795080661773682, 'learning_rate': 1.3829787234042556e-05, 'mean_token_accuracy': 0.8234875202178955, 'epoch': 0.62}
{'loss': 0.5595, 'grad_norm': 4.3873419761657715, 'learning_rate': 1.3816489361702127e-05, 'mean_token_accuracy': 0.8136566877365112, 'epoch': 0.62}
{'loss': 0.6348, 'grad_norm': 4.955677509307861, 'learning_rate': 1.3803191489361702e-05, 'mean_token_accuracy': 0.796637773513794, 'epoch': 0.62}
{'loss': 0.6652, 'grad_norm': 4.147307395935059, 'learning_rate': 1.3789893617021277e-05, 'mean_token_accuracy': 0.7807855606079102, 'epoch': 0.62}
{'loss': 0.6032, 'grad_norm': 5.567992210388184, 'learning_rate': 1.3776595744680851e-05, 'mean_token_accuracy': 0.7791959047317505, 'epoch': 0.62}
{'loss': 0.6038, 'grad_norm': 4.084462642669678, 'learning_rate': 1.3763297872340426e-05, 'mean_token_accuracy': 0.8059792518615723, 'epoch': 0.62}
{'loss': 0.5676, 'grad_norm': 4.915956497192383, 'learning_rate': 1.375e-05, 'mean_token_accuracy': 0.8152295351028442, 'epoch': 0.63}
{'loss': 0.4526, 'grad_norm': 4.253313064575195, 'learning_rate': 1.3736702127659575e-05, 'mean_token_accuracy': 0.847630500793457, 'epoch': 0.63}
{'loss': 0.3239, 'grad_norm': 4.184619903564453, 'learning_rate': 1.372340425531915e-05, 'mean_token_accuracy': 0.8775181174278259, 'epoch': 0.63}
{'loss': 0.693, 'grad_norm': 6.0249128341674805, 'learning_rate': 1.3710106382978724e-05, 'mean_token_accuracy': 0.7927994132041931, 'epoch': 0.63}
{'loss': 0.6486, 'grad_norm': 4.7640910148620605, 'learning_rate': 1.3696808510638299e-05, 'mean_token_accuracy': 0.8132565021514893, 'epoch': 0.63}
{'loss': 0.7354, 'grad_norm': 4.752840518951416, 'learning_rate': 1.3683510638297874e-05, 'mean_token_accuracy': 0.7627997398376465, 'epoch': 0.63}
{'loss': 0.6286, 'grad_norm': 4.893887996673584, 'learning_rate': 1.3670212765957447e-05, 'mean_token_accuracy': 0.7986217737197876, 'epoch': 0.63}
{'loss': 0.6668, 'grad_norm': 4.470966815948486, 'learning_rate': 1.3656914893617021e-05, 'mean_token_accuracy': 0.8054429888725281, 'epoch': 0.64}
{'loss': 0.9493, 'grad_norm': 6.590651035308838, 'learning_rate': 1.3643617021276596e-05, 'mean_token_accuracy': 0.7276923060417175, 'epoch': 0.64}
{'loss': 0.7351, 'grad_norm': 4.842723369598389, 'learning_rate': 1.363031914893617e-05, 'mean_token_accuracy': 0.7676348686218262, 'epoch': 0.64}
{'loss': 0.7499, 'grad_norm': 3.5543878078460693, 'learning_rate': 1.3617021276595745e-05, 'mean_token_accuracy': 0.7699171304702759, 'epoch': 0.64}
{'loss': 0.7262, 'grad_norm': 5.054558277130127, 'learning_rate': 1.360372340425532e-05, 'mean_token_accuracy': 0.7808075547218323, 'epoch': 0.64}
{'loss': 0.6405, 'grad_norm': 3.8673970699310303, 'learning_rate': 1.3590425531914895e-05, 'mean_token_accuracy': 0.7852604985237122, 'epoch': 0.64}
{'loss': 0.5592, 'grad_norm': 3.352579116821289, 'learning_rate': 1.357712765957447e-05, 'mean_token_accuracy': 0.8322864174842834, 'epoch': 0.64}
{'loss': 0.5974, 'grad_norm': 9.638711929321289, 'learning_rate': 1.3563829787234044e-05, 'mean_token_accuracy': 0.8024072051048279, 'epoch': 0.64}
{'loss': 0.4629, 'grad_norm': 4.872983455657959, 'learning_rate': 1.3550531914893619e-05, 'mean_token_accuracy': 0.8453124761581421, 'epoch': 0.65}
{'loss': 0.5503, 'grad_norm': 5.485782623291016, 'learning_rate': 1.3537234042553193e-05, 'mean_token_accuracy': 0.8121128678321838, 'epoch': 0.65}
{'loss': 0.8152, 'grad_norm': 4.226938247680664, 'learning_rate': 1.3523936170212768e-05, 'mean_token_accuracy': 0.7879133224487305, 'epoch': 0.65}
{'loss': 0.4547, 'grad_norm': 3.9873440265655518, 'learning_rate': 1.351063829787234e-05, 'mean_token_accuracy': 0.858964741230011, 'epoch': 0.65}
{'loss': 0.5162, 'grad_norm': 4.951431751251221, 'learning_rate': 1.3497340425531915e-05, 'mean_token_accuracy': 0.8193653225898743, 'epoch': 0.65}
{'loss': 0.9234, 'grad_norm': 8.104865074157715, 'learning_rate': 1.348404255319149e-05, 'mean_token_accuracy': 0.7259259223937988, 'epoch': 0.65}
{'loss': 0.7206, 'grad_norm': 4.105062961578369, 'learning_rate': 1.3470744680851065e-05, 'mean_token_accuracy': 0.790661096572876, 'epoch': 0.65}
{'loss': 0.8348, 'grad_norm': 6.225275039672852, 'learning_rate': 1.345744680851064e-05, 'mean_token_accuracy': 0.736118733882904, 'epoch': 0.66}
{'loss': 0.3448, 'grad_norm': 4.294119834899902, 'learning_rate': 1.3444148936170214e-05, 'mean_token_accuracy': 0.8764568567276001, 'epoch': 0.66}
{'loss': 0.7952, 'grad_norm': 4.613213539123535, 'learning_rate': 1.3430851063829789e-05, 'mean_token_accuracy': 0.7589388489723206, 'epoch': 0.66}
{'loss': 0.6909, 'grad_norm': 3.9800009727478027, 'learning_rate': 1.3417553191489363e-05, 'mean_token_accuracy': 0.7622619867324829, 'epoch': 0.66}
{'loss': 0.4709, 'grad_norm': 6.484910011291504, 'learning_rate': 1.3404255319148938e-05, 'mean_token_accuracy': 0.8516483306884766, 'epoch': 0.66}
{'loss': 0.7281, 'grad_norm': 4.56368350982666, 'learning_rate': 1.3390957446808513e-05, 'mean_token_accuracy': 0.7607327103614807, 'epoch': 0.66}
{'loss': 0.5073, 'grad_norm': 4.198075771331787, 'learning_rate': 1.3377659574468087e-05, 'mean_token_accuracy': 0.8266384601593018, 'epoch': 0.66}
{'loss': 0.6305, 'grad_norm': 7.982627868652344, 'learning_rate': 1.3364361702127662e-05, 'mean_token_accuracy': 0.818824827671051, 'epoch': 0.66}
{'loss': 0.6413, 'grad_norm': 4.043175220489502, 'learning_rate': 1.3351063829787235e-05, 'mean_token_accuracy': 0.788925051689148, 'epoch': 0.67}
{'loss': 0.507, 'grad_norm': 4.451026439666748, 'learning_rate': 1.333776595744681e-05, 'mean_token_accuracy': 0.8335158824920654, 'epoch': 0.67}
{'loss': 0.4004, 'grad_norm': 2.9299349784851074, 'learning_rate': 1.3324468085106384e-05, 'mean_token_accuracy': 0.8684863448143005, 'epoch': 0.67}
{'loss': 0.6927, 'grad_norm': 4.045658588409424, 'learning_rate': 1.3311170212765959e-05, 'mean_token_accuracy': 0.7870588302612305, 'epoch': 0.67}
{'loss': 0.6582, 'grad_norm': 6.966832637786865, 'learning_rate': 1.3297872340425533e-05, 'mean_token_accuracy': 0.7828535437583923, 'epoch': 0.67}
{'loss': 0.5894, 'grad_norm': 7.804051399230957, 'learning_rate': 1.3284574468085108e-05, 'mean_token_accuracy': 0.8219741582870483, 'epoch': 0.67}
{'loss': 0.4503, 'grad_norm': 6.8548359870910645, 'learning_rate': 1.3271276595744683e-05, 'mean_token_accuracy': 0.8484092354774475, 'epoch': 0.67}
{'loss': 0.2651, 'grad_norm': 2.996117353439331, 'learning_rate': 1.3257978723404257e-05, 'mean_token_accuracy': 0.9097282886505127, 'epoch': 0.68}
{'loss': 0.6298, 'grad_norm': 4.73756217956543, 'learning_rate': 1.3244680851063832e-05, 'mean_token_accuracy': 0.8061932921409607, 'epoch': 0.68}
{'loss': 0.8096, 'grad_norm': 4.61841344833374, 'learning_rate': 1.3231382978723407e-05, 'mean_token_accuracy': 0.7842132449150085, 'epoch': 0.68}
{'loss': 0.6006, 'grad_norm': 5.913599967956543, 'learning_rate': 1.3218085106382981e-05, 'mean_token_accuracy': 0.7939168214797974, 'epoch': 0.68}
{'loss': 0.8081, 'grad_norm': 8.510138511657715, 'learning_rate': 1.3204787234042556e-05, 'mean_token_accuracy': 0.7585365772247314, 'epoch': 0.68}
{'loss': 0.7012, 'grad_norm': 5.555835723876953, 'learning_rate': 1.3191489361702127e-05, 'mean_token_accuracy': 0.7881637215614319, 'epoch': 0.68}
{'loss': 0.6432, 'grad_norm': 6.216094493865967, 'learning_rate': 1.3178191489361702e-05, 'mean_token_accuracy': 0.8007335066795349, 'epoch': 0.68}
{'loss': 0.6074, 'grad_norm': 5.566773891448975, 'learning_rate': 1.3164893617021277e-05, 'mean_token_accuracy': 0.8145917057991028, 'epoch': 0.68}
{'loss': 0.7922, 'grad_norm': 6.144806861877441, 'learning_rate': 1.3151595744680851e-05, 'mean_token_accuracy': 0.7649379968643188, 'epoch': 0.69}
{'loss': 0.7015, 'grad_norm': 6.0689496994018555, 'learning_rate': 1.3138297872340426e-05, 'mean_token_accuracy': 0.7917115092277527, 'epoch': 0.69}
{'loss': 0.6433, 'grad_norm': 5.033468723297119, 'learning_rate': 1.3125e-05, 'mean_token_accuracy': 0.7901002764701843, 'epoch': 0.69}
{'loss': 0.4699, 'grad_norm': 3.2793185710906982, 'learning_rate': 1.3111702127659575e-05, 'mean_token_accuracy': 0.8362069129943848, 'epoch': 0.69}
{'loss': 0.6425, 'grad_norm': 4.288606643676758, 'learning_rate': 1.309840425531915e-05, 'mean_token_accuracy': 0.788759708404541, 'epoch': 0.69}
{'loss': 0.6696, 'grad_norm': 3.980501174926758, 'learning_rate': 1.3085106382978724e-05, 'mean_token_accuracy': 0.800000011920929, 'epoch': 0.69}
{'loss': 0.7727, 'grad_norm': 4.798844814300537, 'learning_rate': 1.3071808510638299e-05, 'mean_token_accuracy': 0.779493510723114, 'epoch': 0.69}
{'loss': 0.546, 'grad_norm': 3.969299077987671, 'learning_rate': 1.3058510638297874e-05, 'mean_token_accuracy': 0.8337453603744507, 'epoch': 0.7}
{'loss': 0.53, 'grad_norm': 6.6851983070373535, 'learning_rate': 1.3045212765957447e-05, 'mean_token_accuracy': 0.8150851726531982, 'epoch': 0.7}
{'loss': 0.4158, 'grad_norm': 4.747922420501709, 'learning_rate': 1.3031914893617021e-05, 'mean_token_accuracy': 0.8464052081108093, 'epoch': 0.7}
{'loss': 0.4045, 'grad_norm': 3.8694863319396973, 'learning_rate': 1.3018617021276596e-05, 'mean_token_accuracy': 0.8925426006317139, 'epoch': 0.7}
{'loss': 0.3431, 'grad_norm': 4.512449741363525, 'learning_rate': 1.300531914893617e-05, 'mean_token_accuracy': 0.8626522421836853, 'epoch': 0.7}
{'loss': 0.4056, 'grad_norm': 3.677258014678955, 'learning_rate': 1.2992021276595745e-05, 'mean_token_accuracy': 0.8650519251823425, 'epoch': 0.7}
{'loss': 0.7413, 'grad_norm': 5.125613689422607, 'learning_rate': 1.297872340425532e-05, 'mean_token_accuracy': 0.7674418687820435, 'epoch': 0.7}
{'loss': 0.2966, 'grad_norm': 5.494333267211914, 'learning_rate': 1.2965425531914895e-05, 'mean_token_accuracy': 0.8911197185516357, 'epoch': 0.7}
{'loss': 0.5169, 'grad_norm': 5.169586658477783, 'learning_rate': 1.295212765957447e-05, 'mean_token_accuracy': 0.8514365553855896, 'epoch': 0.71}
{'loss': 0.6012, 'grad_norm': 5.612680435180664, 'learning_rate': 1.2938829787234044e-05, 'mean_token_accuracy': 0.8084824681282043, 'epoch': 0.71}
{'loss': 0.7312, 'grad_norm': 3.7149620056152344, 'learning_rate': 1.2925531914893619e-05, 'mean_token_accuracy': 0.797746479511261, 'epoch': 0.71}
{'loss': 0.7834, 'grad_norm': 4.862242698669434, 'learning_rate': 1.2912234042553193e-05, 'mean_token_accuracy': 0.76945960521698, 'epoch': 0.71}
{'loss': 0.5278, 'grad_norm': 4.222854137420654, 'learning_rate': 1.2898936170212768e-05, 'mean_token_accuracy': 0.821574330329895, 'epoch': 0.71}
{'loss': 0.6014, 'grad_norm': 4.823690891265869, 'learning_rate': 1.288563829787234e-05, 'mean_token_accuracy': 0.7997787594795227, 'epoch': 0.71}
{'loss': 0.6102, 'grad_norm': 5.670398235321045, 'learning_rate': 1.2872340425531915e-05, 'mean_token_accuracy': 0.7987987995147705, 'epoch': 0.71}
{'loss': 0.2265, 'grad_norm': 3.644808292388916, 'learning_rate': 1.285904255319149e-05, 'mean_token_accuracy': 0.9257045388221741, 'epoch': 0.72}
{'loss': 0.5681, 'grad_norm': 4.891259670257568, 'learning_rate': 1.2845744680851065e-05, 'mean_token_accuracy': 0.8144593834877014, 'epoch': 0.72}
{'loss': 0.5486, 'grad_norm': 6.495297908782959, 'learning_rate': 1.283244680851064e-05, 'mean_token_accuracy': 0.8063209056854248, 'epoch': 0.72}
{'loss': 0.4998, 'grad_norm': 8.056058883666992, 'learning_rate': 1.2819148936170214e-05, 'mean_token_accuracy': 0.8279008865356445, 'epoch': 0.72}
{'loss': 0.3758, 'grad_norm': 3.6100542545318604, 'learning_rate': 1.2805851063829789e-05, 'mean_token_accuracy': 0.8687967658042908, 'epoch': 0.72}
{'loss': 0.5146, 'grad_norm': 3.3160808086395264, 'learning_rate': 1.2792553191489363e-05, 'mean_token_accuracy': 0.8288401365280151, 'epoch': 0.72}
{'loss': 0.626, 'grad_norm': 5.463204860687256, 'learning_rate': 1.2779255319148938e-05, 'mean_token_accuracy': 0.7960164546966553, 'epoch': 0.72}
{'loss': 0.7889, 'grad_norm': 4.857864856719971, 'learning_rate': 1.2765957446808513e-05, 'mean_token_accuracy': 0.7660550475120544, 'epoch': 0.72}
{'loss': 0.4027, 'grad_norm': 7.114636421203613, 'learning_rate': 1.2752659574468087e-05, 'mean_token_accuracy': 0.8598832488059998, 'epoch': 0.73}
{'loss': 0.6426, 'grad_norm': 5.709681034088135, 'learning_rate': 1.2739361702127662e-05, 'mean_token_accuracy': 0.8066936135292053, 'epoch': 0.73}
{'loss': 0.6041, 'grad_norm': 10.061769485473633, 'learning_rate': 1.2726063829787233e-05, 'mean_token_accuracy': 0.806921660900116, 'epoch': 0.73}
{'loss': 0.5808, 'grad_norm': 4.273110389709473, 'learning_rate': 1.2712765957446808e-05, 'mean_token_accuracy': 0.7910764813423157, 'epoch': 0.73}
{'loss': 0.639, 'grad_norm': 5.206498146057129, 'learning_rate': 1.2699468085106384e-05, 'mean_token_accuracy': 0.7929396033287048, 'epoch': 0.73}
{'loss': 0.629, 'grad_norm': 7.525591850280762, 'learning_rate': 1.2686170212765959e-05, 'mean_token_accuracy': 0.802191436290741, 'epoch': 0.73}
{'loss': 0.5349, 'grad_norm': 3.4721202850341797, 'learning_rate': 1.2672872340425534e-05, 'mean_token_accuracy': 0.8374032378196716, 'epoch': 0.73}
{'loss': 0.3559, 'grad_norm': 4.683305263519287, 'learning_rate': 1.2659574468085108e-05, 'mean_token_accuracy': 0.8753101825714111, 'epoch': 0.74}
{'loss': 0.5025, 'grad_norm': 5.259270668029785, 'learning_rate': 1.2646276595744683e-05, 'mean_token_accuracy': 0.8413747549057007, 'epoch': 0.74}
{'loss': 0.4053, 'grad_norm': 3.867617607116699, 'learning_rate': 1.2632978723404257e-05, 'mean_token_accuracy': 0.8638184070587158, 'epoch': 0.74}
{'loss': 0.698, 'grad_norm': 7.417121887207031, 'learning_rate': 1.2619680851063832e-05, 'mean_token_accuracy': 0.793393075466156, 'epoch': 0.74}
{'loss': 0.4414, 'grad_norm': 4.739115238189697, 'learning_rate': 1.2606382978723407e-05, 'mean_token_accuracy': 0.8482972383499146, 'epoch': 0.74}
{'loss': 0.5562, 'grad_norm': 4.697510242462158, 'learning_rate': 1.2593085106382981e-05, 'mean_token_accuracy': 0.8120635151863098, 'epoch': 0.74}
{'loss': 0.8512, 'grad_norm': 6.903374671936035, 'learning_rate': 1.2579787234042556e-05, 'mean_token_accuracy': 0.7376770377159119, 'epoch': 0.74}
{'loss': 0.758, 'grad_norm': 5.305325984954834, 'learning_rate': 1.2566489361702127e-05, 'mean_token_accuracy': 0.7653061151504517, 'epoch': 0.74}
{'loss': 0.3694, 'grad_norm': 3.3285646438598633, 'learning_rate': 1.2553191489361702e-05, 'mean_token_accuracy': 0.8674784898757935, 'epoch': 0.75}
{'loss': 0.57, 'grad_norm': 6.808613300323486, 'learning_rate': 1.2539893617021277e-05, 'mean_token_accuracy': 0.8055376410484314, 'epoch': 0.75}
{'loss': 0.4433, 'grad_norm': 7.240641117095947, 'learning_rate': 1.2526595744680851e-05, 'mean_token_accuracy': 0.8599618077278137, 'epoch': 0.75}
{'loss': 0.6526, 'grad_norm': 5.139164924621582, 'learning_rate': 1.2513297872340426e-05, 'mean_token_accuracy': 0.7945911288261414, 'epoch': 0.75}
